candidate_pair_id,record_id_a,record_id_b,match_basis,similarity_score,auto_proposal,human_decision,representative_record_id,reviewer_id,timestamp
DUP-00268,pubmed:42133681:K5,pubmed:42133681:K4,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:42133681:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00269,pubmed:42253685:K2,pubmed:42253685:K1,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:42253685:K2,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00270,pubmed:440630:K5,pubmed:440630:K4,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:440630:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00271,pubmed:440631:K5,pubmed:440631:K4,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:440631:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00272,pubmed:542713:K4,pubmed:542713:K1,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:542713:K4,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00273,pubmed:6087425:K5,pubmed:6087425:K2,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:6087425:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00274,pubmed:6321415:K4,pubmed:6321415:K1,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:6321415:K4,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00275,pubmed:6783229:K4,pubmed:6783229:K1,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:6783229:K4,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00276,pubmed:6818512:K5,pubmed:6818512:K4,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:6818512:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00277,pubmed:6979534:K4,pubmed:6979534:K1,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:6979534:K4,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00278,pubmed:7036737:K4,pubmed:7036737:K1,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:7036737:K4,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00279,pubmed:7142050:K5,pubmed:7142050:K3,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:7142050:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00280,pubmed:7144626:K5,pubmed:7144626:K1,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:7144626:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00281,pubmed:7144626:K5,pubmed:7144626:K4,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:7144626:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00282,pubmed:7577638:K5,pubmed:7577638:K3,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:7577638:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00283,pubmed:7741239:K5,pubmed:7741239:K3,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:7741239:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00284,pubmed:7786687:K4,pubmed:7786687:K3,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:7786687:K4,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00285,pubmed:7786695:K4,pubmed:7786695:K1,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:7786695:K4,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00286,pubmed:7843137:K5,pubmed:7843137:K4,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:7843137:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00287,pubmed:7981005:K5,pubmed:7981005:K4,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:7981005:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00288,pubmed:8101595:K5,pubmed:8101595:K4,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:8101595:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00289,pubmed:8157084:K5,pubmed:8157084:K4,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:8157084:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00290,pubmed:8262586:K5,pubmed:8262586:K3,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:8262586:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00291,pubmed:8414269:K5,pubmed:8414269:K3,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:8414269:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00292,pubmed:8668974:K3,pubmed:8668974:K1,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:8668974:K3,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00293,pubmed:8773732:K4,pubmed:8773732:K3,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:8773732:K4,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00294,pubmed:8901154:K4,pubmed:8901154:K3,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:8901154:K4,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00295,pubmed:8959943:K5,pubmed:8959943:K3,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:8959943:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00296,pubmed:8988907:K5,pubmed:8988907:K3,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:8988907:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00297,pubmed:902406:K5,pubmed:902406:K4,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:902406:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00298,pubmed:9192195:K4,pubmed:9192195:K3,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:9192195:K4,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00299,pubmed:9478028:K5,pubmed:9478028:K3,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:9478028:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00300,pubmed:9486779:K4,pubmed:9486779:K3,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:9486779:K4,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00301,pubmed:9508353:K5,pubmed:9508353:K3,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:9508353:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00302,pubmed:9626411:K4,pubmed:9626411:K1,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:9626411:K4,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00303,pubmed:9638606:K4,pubmed:9638606:K1,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:9638606:K4,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
DUP-00304,pubmed:9701167:K5,pubmed:9701167:K3,pmid,1.0,duplicate,not_evaluated_scope_reduction,pubmed:9701167:K5,codex_deterministic_dedup_v1,2026-07-10T00:00:00Z
